Class	Type	Prop	Disabled	Order
CityWatchdogSettings	bool	TrafficDeadEndNotification		71
CityWatchdogSettings	bool	TrafficRoadConnectionNotification		72
CityWatchdogSettings	bool	TrafficTrackConnectionNotification		73
CityWatchdogSettings	bool	TrafficCarConnectionNotification		74
CityWatchdogSettings	bool	TrafficShipConnectionNotification		75
CityWatchdogSettings	bool	TrafficTrainConnectionNotification		76
CityWatchdogSettings	bool	TrafficPedestrianConnectionNotification		77
CityWatchdogSettings	bool	TrafficBicycleConnectionNotification		78
CityWatchdogSettings	bool	CompanyNoInputsNotification		79
CityWatchdogSettings	bool	CompanyNoCustomersNotification		80
CityWatchdogSettings	bool	WorkProviderUneducatedNotification		81
CityWatchdogSettings	bool	WorkProviderEducatedNotification		82
CityWatchdogSettings	bool	DisasterWeatherDamageNotification		83
CityWatchdogSettings	bool	DisasterWeatherDestroyedNotification		84
CityWatchdogSettings	bool	DisasterWaterDamageNotification		85
CityWatchdogSettings	bool	DisasterWaterDestroyedNotification		86
CityWatchdogSettings	bool	DisasterDestroyedNotification		87
CityWatchdogSettings	bool	FireFireNotification		88
CityWatchdogSettings	bool	FireBurnedDownNotification		89
CityWatchdogSettings	bool	GarbageGarbageNotification		90
CityWatchdogSettings	bool	GarbageFacilityFullNotification		91
CityWatchdogSettings	bool	HealthcareAmbulanceNotification		92
CityWatchdogSettings	bool	HealthcareHearseNotification		93
CityWatchdogSettings	bool	HealthcareFacilityFullNotification		94
CityWatchdogSettings	bool	PoliceTrafficAccidentNotification		95
CityWatchdogSettings	bool	PoliceCrimeSceneNotification		96
CityWatchdogSettings	bool	PollutionAirPollutionNotification		97
CityWatchdogSettings	bool	PollutionNoisePollutionNotification		98
CityWatchdogSettings	bool	PollutionGroundPollutionNotification		99
CityWatchdogSettings	bool	ResourceConsumerNoResourceNotification		100
CityWatchdogSettings	bool	ResourceConsumerNoFuelNotification		101
CityWatchdogSettings	bool	ResourceConnectionWarningNotification		102
CityWatchdogSettings	bool	ResourceConnectionOilPipeNotConnectedNotification		103
CityWatchdogSettings	bool	ResourceConnectionFishingPierNotConnectedNotification		104
CityWatchdogSettings	bool	RoutePathfindNotification		105
CityWatchdogSettings	bool	RouteGateBypassNotification		106
CityWatchdogSettings	bool	TransportLineVehicleNotification		107
CivicVoiceSettings	bool	UseUniversalModMenu		1
CivicVoiceSettings	bool	ShowNotifications		2
CivicVoiceSettings	bool	ShowNewsTicker		3
CivicVoiceSettings	UiTheme	Theme		4
CivicVoiceSettings	bool	ResetToDefaults	TRUE	5
CivicVoiceSettings	int	UnemploymentThreshold		6
CivicVoiceSettings	int	HomelessThreshold		7
CivicVoiceSettings	int	CrimeRateThreshold		8
CivicVoiceSettings	int	HousingDemandThreshold		9
CivicVoiceSettings	int	HealthThreshold		10
CivicVoiceSettings	int	WellbeingThreshold		11
CivicVoiceSettings	int	MaxActiveMetricProposals		12
CivicVoiceSettings	int	MaxActiveAdHocProposals		13
CivicVoiceSettings	int	MaxActiveMajorProposals		14
CivicVoiceSettings	int	MajorProjectMinPopulation		15
CivicVoiceSettings	int	AdHocCooldownMonths		16
CivicVoiceSettings	int	RejectedCooldownMonths		17
CivicVoiceSettings	int	MetricProposalCooldownMonths		18
CivicVoiceSettings	int	HousingProposalCooldownMonths		19
CivicVoiceSettings	int	UrgentProjectApprovalWeight		20
CivicVoiceSettings	int	AdHocProjectApprovalWeight		21
CivicVoiceSettings	int	MajorProjectApprovalWeight		22
CivicVoiceSettings	bool	ForceElection	TRUE	23
CivicVoiceSettings	int	ElectionFrequencyMonths		24
CivicVoiceSettings	int	MinPopulationForElection		25
CivicVoiceSettings	int	EndorsementInfluencePercent		26
CivicVoiceSettings	bool	ConcludeElection	TRUE	27
CivicVoiceSettings	bool	ClearHistory		28
ClearanceHelperSettings	ProxyBinding	ToggleOverlay		1
ClearanceHelperSettings	float	RoadHeight		2
ClearanceHelperSettings	float	TrainTrackHeight		3
ClearanceHelperSettings	float	TramTrackHeight		4
ClearanceHelperSettings	float	SubwayTrackHeight		5
ClearanceHelperSettings	float	WaterwayHeight		6
CollisionBeGoneSettings	bool	Enabled		1
CollisionBeGoneSettings	int	ClippingMode		2
CollisionBeGoneSettings	bool	ClipEmergency		3
CollisionBeGoneSettings	bool	ClipService		4
CollisionBeGoneSettings	bool	ClipPublicTransport		5
CollisionBeGoneSettings	bool	ClipCargo		6
CollisionBeGoneSettings	bool	ClipPersonal		7
CollisionBeGoneSettings	bool	ClipBicycles		8
CollisionBeGoneSettings	bool	IgnoreBicycles		9
CollisionBeGoneSettings	bool	IgnorePedestrians		10
CollisionBeGoneSettings	bool	ParkingReservation		11
CollisionBeGoneSettings	bool	DiagnosticsLogging	TRUE	12
ColoredBikePathSettings	BikePathColorPreset	ColorPreset		1
ColoredBikePathSettings	string	CustomColorHex		2
ColoredBikePathSettings	float	CustomColorRed		3
ColoredBikePathSettings	float	CustomColorGreen		4
ColoredBikePathSettings	float	CustomColorBlue		5
ColoredBikePathSettings	float	ColorIntensity		6
ColoredBikePathSettings	float	Saturation		7
ColoredBikePathSettings	float	Brightness		8
ColoredBikePathSettings	bool	OnlyBikeLanesNotPedestrian		9
ColoredBikePathSettings	bool	ColorMixedPaths		10
ColoredBusLaneSettings	BusLaneColorPreset	ColorPreset		1
ColoredBusLaneSettings	bool	EnableColoring		2
ColoredBusLaneSettings	string	CustomColorHex		3
ColoredBusLaneSettings	float	CustomColorRed		4
ColoredBusLaneSettings	float	CustomColorGreen		5
ColoredBusLaneSettings	float	CustomColorBlue		6
ColoredBusLaneSettings	float	ColorIntensity		7
ColoredBusLaneSettings	float	Saturation		8
ColoredBusLaneSettings	float	Brightness		9
ConcurrentBusBoardingSettings	int	SettingsVersion		1
ConcurrentBusBoardingSettings	bool	EnableConcurrentBoarding		2
ConcurrentBusBoardingSettings	int	PublicTransportAttractiveness		3
ConcurrentBusBoardingSettings	int	BusAttractiveness		4
ConcurrentBusBoardingSettings	int	DefaultZoneLength		5
ConcurrentBusBoardingSettings	bool	OnlyShowSelectedStop		6
ConcurrentBusBoardingSettings	int	GlobalOverlayRed		7
ConcurrentBusBoardingSettings	int	GlobalOverlayGreen		8
ConcurrentBusBoardingSettings	int	GlobalOverlayBlue		9
ConcurrentBusBoardingSettings	int	GlobalOverlayAlpha		10
ConcurrentBusBoardingSettings	int	OverlayOpacity		11
ConfigXMLSettings	bool	_Hidden	TRUE	1
ConfigXMLSettings	bool	UseModPresets		2
ConfigXMLSettings	bool	UseLocalConfig		3
ConfigXMLSettings	bool	VerboseLogs	TRUE	4
ConfigXMLSettings	bool	VerboseLogs	TRUE	5
CopasteSettings	ProxyBinding	ToggleBinding		1
CopasteSettings	ProxyBinding	CopyBinding		2
CopasteSettings	ProxyBinding	PasteBinding		3
CopasteSettings	ProxyBinding	DeleteBinding		4
CopasteSettings	ProxyBinding	RaiseBinding		5
CopasteSettings	ProxyBinding	LowerBinding		6
CopasteSettings	ProxyBinding	UndoBinding		7
CopasteSettings	ProxyBinding	RedoBinding		8
CopasteSettings	ProxyBinding	RelocateBinding		9
CopasteSettings	ProxyBinding	SelectSameBinding		10
CopasteSettings	ProxyBinding	SnapGroundBinding		11
CopasteSettings	ProxyBinding	MatchHeightBinding		12
CopasteSettings	ProxyBinding	NudgeUpBinding		13
CopasteSettings	ProxyBinding	NudgeDownBinding		14
CopasteSettings	ProxyBinding	NudgeLeftBinding		15
CopasteSettings	ProxyBinding	NudgeRightBinding		16
CopasteSettings	ProxyBinding	AlignGapPlusBinding		17
CopasteSettings	ProxyBinding	AlignGapMinusBinding		18
CopasteSettings	ModLanguageOption	ModLanguage		19
CopasteSettings	bool	AnarchyPaste		20
CopasteSettings	PanelThemeOption	PanelTheme		21
CopasteSettings	int	PanelScale		22
CopasteSettings	int	TextScale		23
CopasteSettings	int	MaxSelection		24
CopasteSettings	int	MaxOverlayShapes		25
CopasteSettings	int	SelectionListMax		26
CopasteSettings	int	PanelX		27
CopasteSettings	int	PanelY		28
CopasteSettings	bool	RandomPasteVariation		29
CopasteSettings	bool	SelectProps		30
CopasteSettings	bool	SelectTrees		31
CopasteSettings	bool	SelectDecals		32
CopasteSettings	bool	SelectSurfaces		33
CopasteSettings	bool	SelectBuildings		34
CopasteSettings	bool	SelectFences		35
CopasteSettings	bool	SelectNetworks		36
CopasteSettings	bool	RoadSnapPaste		37
CopasteSettings	bool	SelectBuildingProps		38
CrashRepairSettings	bool	AutoRepairOnLoad		1
CrashRepairSettings	bool	AdvancedCleanup		2
CrimeRemoverSettings	bool	EnableCrimeRemover		1
CrimeRemoverSettings	bool	RemoveCriminals		2
CrimeRemoverSettings	float	CrimeBuildingPercentage		3
CrimeRemoverSettings	float	MaxCrime		4
CrimeRemoverSettings	float	CrimePercentage		5
CrimeRemoverSettings	bool	PolicePatrol		6
CrimeRemoverSettings	NotificationType	RemoveNotification		7
CustomChirpsSettings	bool	disable_vanilla_chirps		1
CustomChirpsSettings	bool	hide_vanilla_chirps_in_chirper_panel		2
CustomizableMenuSettings	bool	Enabled		1
CustomizableMenuSettings	bool	ProtectVanillaMenu		2
CustomizableMenuSettings	bool	ActivateEmbedRules		3
CustomizableMenuSettings	string	UpdateSource		4
CustomLandParcelSettings	bool	EnableVanillaMapTileCompatibility		1
CustomLandParcelSettings	bool	ShowVanillaUnlockedMapTileBorders		2
CustomLandParcelSettings	int	ParcelBoundaryRed		3
CustomLandParcelSettings	int	ParcelBoundaryGreen		4
CustomLandParcelSettings	int	ParcelBoundaryBlue		5
CustomLandParcelSettings	int	ParcelBoundaryOpacity		6
CustomLandParcelSettings	int	ParcelFillOpacity		7
CustomLandParcelSettings	int	ParcelBoundaryWidth		8
CustomLandParcelSettings	bool	EnablePlacementDiagnostics		9
CustomLandParcelSettings	ProxyBinding	ToggleEditMode		10
CustomLandParcelSettings	ProxyBinding	MoveNorth		11
CustomLandParcelSettings	ProxyBinding	MoveSouth		12
CustomLandParcelSettings	ProxyBinding	MoveWest		13
CustomLandParcelSettings	ProxyBinding	MoveEast		14
CustomLandParcelSettings	ProxyBinding	Grow		15
CustomLandParcelSettings	ProxyBinding	Shrink		16
CustomRoadSnapSettings	bool	SnapEnabled		1
CustomRoadSnapSettings	float	SnapAngle		2
CustomRoadSnapSettings	ProxyBinding	ToggleSnapBinding		3
CustomTourismSettings	string[]	OverridePrefabNames		1
CustomTourismSettings	int[]	OverrideValues		2
CustomTourismSettings	int	TargetTouristCount		3
CustomTourismSettings	int	Aggressiveness		4
CustomTourismSettings	int	RoadWeight		5
CustomTourismSettings	int	TrainWeight		6
CustomTourismSettings	int	AirWeight		7
CustomTourismSettings	int	ShipWeight		8
DCMilestoneRewardsSettings	bool	disableMilestoneRewards		1
DedicatedCargoFacilitiesSettings	bool	EnableDedicatedFacilities		1
DedicatedCargoFacilitiesSettings	bool	EnableFacilityDiagnostics		2
DedicatedCargoFacilitiesSettings	CoalYardProfile	MediumTrainCoalYardProfile		3
DedicatedCargoFacilitiesSettings	AgriYardProfile	MediumTrainAgriYardsProfile		4
DedicatedCargoFacilitiesSettings	LumberYardProfile	MediumTrainLumberYardsProfile		5
DedicatedCargoFacilitiesSettings	OilProfile	MediumTrainOilYardsProfile		6
DedicatedCargoFacilitiesSettings	OilProfile	MiniTrainOilStationsProfile		7
DedicatedCargoFacilitiesSettings	GarbageYardProfile	MediumTrainGarbageYardsProfile		8
DemandMasterControlSettings	bool	vanillaDataSet	TRUE	1
DemandMasterControlSettings	int	MinimumHappiness		2
DemandMasterControlSettings	int	NeutralHappiness		3
DemandMasterControlSettings	float	HappinessEffect		4
DemandMasterControlSettings	float	AvailableWorkplaceEffect		5
DemandMasterControlSettings	float	NeutralUnemployment		6
DemandMasterControlSettings	float	NeutralAvailableWorkplacePercentage		7
DemandMasterControlSettings	float	TaxEffect_x		8
DemandMasterControlSettings	float	TaxEffect_y		9
DemandMasterControlSettings	float	TaxEffect_z		10
DemandMasterControlSettings	float	StudentEffect		11
DemandMasterControlSettings	float	HomelessEffect		12
DemandMasterControlSettings	int	NeutralHomelessness		13
DemandMasterControlSettings	int	FreeResidentialRequirement_Low		14
DemandMasterControlSettings	int	FreeResidentialRequirement_Medium		15
DemandMasterControlSettings	int	FreeResidentialRequirement_High		16
DemandMasterControlSettings	float	CommercialBaseDemand		17
DemandMasterControlSettings	float	FreeCommercialProportion	TRUE	18
DemandMasterControlSettings	float	CommercialStorageMinimum	TRUE	19
DemandMasterControlSettings	float	CommercialStorageEffect	TRUE	20
DemandMasterControlSettings	float	HotelRoomPercentRequirement		21
DemandMasterControlSettings	float	IndustrialBaseDemand		22
DemandMasterControlSettings	float	FreeIndustrialProportion	TRUE	23
DemandMasterControlSettings	float	IndustrialStorageMinimum	TRUE	24
DemandMasterControlSettings	float	IndustrialStorageEffect	TRUE	25
DemandMasterControlSettings	float	ExtractorBaseDemand		26
DemandMasterControlSettings	float	StorageDemandMultiplier	TRUE	27
DemandMasterControlSettings	int	CommuterWorkerRatioLimit		28
DemandMasterControlSettings	int	CommuterSlowSpawnFactor		29
DemandMasterControlSettings	float	CommuterOCSpawnParameters_Road		30
DemandMasterControlSettings	float	CommuterOCSpawnParameters_Train		31
DemandMasterControlSettings	float	CommuterOCSpawnParameters_Air		32
DemandMasterControlSettings	float	CommuterOCSpawnParameters_Ship		33
DemandMasterControlSettings	float	TouristOCSpawnParameters_Road		34
DemandMasterControlSettings	float	TouristOCSpawnParameters_Train		35
DemandMasterControlSettings	float	TouristOCSpawnParameters_Air		36
DemandMasterControlSettings	float	TouristOCSpawnParameters_Ship		37
DemandMasterControlSettings	float	CitizenOCSpawnParameters_Road		38
DemandMasterControlSettings	float	CitizenOCSpawnParameters_Train		39
DemandMasterControlSettings	float	CitizenOCSpawnParameters_Air		40
DemandMasterControlSettings	float	CitizenOCSpawnParameters_Ship		41
DemandMasterControlSettings	float	TeenSpawnPercentage		42
DemandMasterControlSettings	int	FrameIntervalForSpawning_Res		43
DemandMasterControlSettings	int	FrameIntervalForSpawning_Com		44
DemandMasterControlSettings	int	FrameIntervalForSpawning_Ind		45
DemandMasterControlSettings	float	HouseholdSpawnSpeedFactor		46
DemandMasterControlSettings	float	NewCitizenEducationParameters_Uneducated		47
DemandMasterControlSettings	float	NewCitizenEducationParameters_PoorlyEducated		48
DemandMasterControlSettings	float	NewCitizenEducationParameters_Educated		49
DemandMasterControlSettings	float	NewCitizenEducationParameters_WellEducated		50
DemandMasterControlSettings	float	NewCitizenEducationParameters_HighlyEducated		51
DemandMasterControlSettings	string	CurrentHappinessValue		52
DemandMasterControlSettings	bool	IsRealisticTripsRunning		53
DemandMasterControlSettings	bool	NotGameMode	TRUE	54
DetailedDescriptionsSettings	bool	ShowBuildingLotSizes		1
DetailedDescriptionsSettings	LengthUnitSetting	BuildingLotSizeUnit		2
DetailedDescriptionsSettings	bool	ShowZoneLotSizes		3
DetailedDescriptionsSettings	bool	ShowBuildingWorkplaces		4
DetailedDescriptionsSettings	bool	ShowRoadSpeedLimit		5
DetailedDescriptionsSettings	SpeedUnitSetting	RoadSpeedLimitUnit		6
DetailedDescriptionsSettings	bool	ShowPublicTransportCapacity		7
DetailedDescriptionsSettings	string	PublicTransportCapacityFormat		8
DetailedDescriptionsSettings	bool	AvoidPublicTransportCapacityDuplication		9
DimThatHighlightSettings	int	ColorRgb		1
DimThatHighlightSettings	int	StrengthPercent		2
DimThatHighlightSettings	int	WidthPercent		3
DisableAccidentsSettings	bool	ModEnabled		1
DisableAccidentsSettings	int	AccidentProbability		2
DisableHoverSettings	bool	DisableUIToolTips		1
DisableHoverSettings	bool	DisableBlueHighLightOnBuildings		2
DisablePlacementSwaySettings	bool	DisablePlacementSway		1
DistrictGroupsSettings	bool	OverlayEnableGroupLabels		1
DistrictGroupsSettings	int	OverlayDesaturationPercent		2
DistrictGroupsSettings	int	OverlayBorderTransparency		3
DistrictGroupsSettings	int	OverlayBorderWidth		4
DistrictGroupsSettings	bool	OverlayFillUseTransparency		5
DistrictGroupsSettings	int	OverlayFillSaturationPercent		6
DistrictGroupsSettings	int	RefreshRateSeconds		7
DistrictGroupsSettings	bool	EnableDebugLogging	TRUE	8
DistrictHeightPolicySettings	float	SmallMin		1
DistrictHeightPolicySettings	float	SmallMax		2
DistrictHeightPolicySettings	float	MediumMin		3
DistrictHeightPolicySettings	float	MediumMax		4
DistrictHeightPolicySettings	float	LargeMin		5
DistrictHeightPolicySettings	float	LargeMax		6
DistrictHeightPolicySettings	float	TallMin		7
DistrictHeightPolicySettings	float	TallMax		8
DistrictHeightPolicySettings	float	SuperTallMin		9
DistrictHeightPolicySettings	float	SuperTallMax		10
DistrictHeightPolicySettings	float	SkyscraperMin		11
DistrictHeightPolicySettings	float	SkyscraperMax		12
DistrictHeightPolicySettings	int	MaxRerolls		13
DistrictHeightPolicySettings	FallbackMode	Fallback		14
DistrictHeightPolicySettings	bool	EnablePlatterIntegration		15
EasyZoningSettings	bool	RemoveOccupiedCells		1
EasyZoningSettings	bool	RemoveZonedCells		2
EasyZoningSettings	ProxyBinding	ToggleZoneTool		3
EasyZoningSettings	bool	ShowContourButton		4
EasyZoningSettings	bool	UseGlassPanel		5
EasyZoningSettings	string	RemovePreviewBorderStyle		6
EasyZoningSettings	bool	UseOrangeRemovePreviewEdge		7
EasyZoningSettings	int	RemovePreviewEdgeOpacityPercent		8
EasyZoningSettings	string	RemovePreviewFillStyle		9
EasyZoningSettings	int	RemovePreviewFillOpacityPercent		10
EasyZoningSettings	bool	ShowUsage		11
EasyZoningSettings	bool	LegacyRightClickCycle		12
EconomyEXSettings	string	StatusInfo		1
EconomyEXSettings	bool	EnableEconomyFix		2
EconomyEXSettings	bool	EnableDemandEcoSystem		3
EconomyEXSettings	bool	EnableJobSearchEcoSystem		4
EconomyEXSettings	bool	EnableHouseholdPropertyEcoSystem		5
EconomyEXSettings	bool	EnableResourceBuyerEcoSystem		6
EconomyEXSettings	bool	EnableResidentAIEcoSystem		7
EconomyEXSettings	float	ShoppingMaxCost		8
EconomyEXSettings	float	CompanyShoppingMaxCost		9
EconomyEXSettings	float	LeisureMaxCost		10
EconomyEXSettings	float	EmergencyMaxCost		11
EconomyEXSettings	float	FindJobMaxCost		12
EconomyEXSettings	float	FindHomeMaxCost		13
EconomyEXSettings	int	JobSeekerCap		14
EconomyEXSettings	int	PathfindRequestCap		15
EconomyEXSettings	float	ShoppingTrafficReduction		16
EconomyEXSettings	float	HouseholdResourceDemandMultiplier		17
EconomyEXSettings	int	HomeSeekerCap		18
EconomyEXSettings	int	HomelessSeekerCap		19
EconomyEXSettings	int	FindHomeCandidateCap		20
EconomyEXSettings	int	LandValueEnvironmentEffect		21
EconomyEXSettings	int	ServiceBonusCapMultiplier		22
EconomyEXSettings	int	RentMultiplierResidential		23
EconomyEXSettings	int	RentMultiplierCommercial		24
EconomyEXSettings	int	RentMultiplierIndustrial		25
EconomyEXSettings	int	LandValueFactorResidential		26
EconomyEXSettings	int	LandValueFactorCommercial		27
EconomyEXSettings	int	LandValueFactorIndustrial		28
EconomyEXSettings	int	LevelFactorResidential		29
EconomyEXSettings	int	LevelFactorCommercial		30
EconomyEXSettings	int	LevelFactorIndustrial		31
EconomyEXSettings	bool	NoDogsOnStreet		32
EconomyEXSettings	bool	NoDogsGeneration		33
EconomyEXSettings	bool	NoDogsPurge		34
EconomyEXSettings	int	CurrentPetCount	TRUE	35
EconomyEXSettings	bool	NoThroughTraffic		36
EconomyEXSettings	EditorCollisionSkipMode	EditorCollisionSkip		37
EconomyEXSettings	bool	DisableWorldBackdrop		38
EconomyEXSettings	WaterSimQualitySetting	WaterSimQuality		39
EconomyEXSettings	string	PopDiagData	TRUE	40
EconomyEXSettings	bool	EnableVehicleRescue	TRUE	41
EconomyEXSettings	bool	EnableRescueDebugLog	TRUE	42
EconomyEXSettings	string	GhostVehicleScanData		43
EmergencyGhostsSettings	bool	Enabled		1
EmergencyGhostsSettings	bool	VerboseLogging	TRUE	2
EmergencyGhostsSettings	bool	EmergencyOnly		3
EmergencyGhostsSettings	float	SpeedMultiplier		4
EmergencyPrioritySettings	bool	Enabled		1
EmergencyPrioritySettings	bool	DespawnGuard		2
EmergencyPrioritySettings	bool	AutoReroute		3
EmergencyPrioritySettings	int	RerouteAfterSeconds		4
EmergencyPrioritySettings	bool	GreenLightPriority		5
EmergencyPrioritySettings	int	GreenLightDistance		6
EvenBetterSaveListSettings	bool	Enabled		1
EvenBetterSaveListSettings	string	SelectedCityName	TRUE	2
EvenBetterSaveListSettings	int	CityListOrdering		3
EvenBetterSaveListSettings	bool	IsCityListOrderingDesc		4
EvenBetterSaveListSettings	int	SaveListOrdering		5
EvenBetterSaveListSettings	bool	IsSaveListOrderingDesc		6
EventsControllerSettings	bool	LightningStrikeOccurenceToggle		1
EventsControllerSettings	float	LightningIntervalMin		2
EventsControllerSettings	float	LightningIntervalMax		3
EventsControllerSettings	float	DurationMin		4
EventsControllerSettings	float	DurationMax		5
EventsControllerSettings	float	OccurenceTemperatureMin		6
EventsControllerSettings	float	OccurenceTemperatureMax		7
EventsControllerSettings	float	LightningFireStartProbability		8
EventsControllerSettings	float	LightningFireStartIntensity		9
EventsControllerSettings	float	LightningFireEscalationRate		10
EventsControllerSettings	float	LightningFireSpreadProbability		11
EventsControllerSettings	float	LightningFireSpreadRange		12
EventsControllerSettings	bool	TornadoOccurenceToggle		13
EventsControllerSettings	float	TornadoDamageSeverity		14
EventsControllerSettings	float	TornadoDurationMin		15
EventsControllerSettings	float	TornadoDurationMax		16
EventsControllerSettings	float	TornadoOccurenceTemperatureMin		17
EventsControllerSettings	float	TornadoOccurenceTemperatureMax		18
EventsControllerSettings	float	TornadoOccurenceRainMin		19
EventsControllerSettings	float	TornadoOccurenceRainMax		20
EventsControllerSettings	float	TornadoTrafficAccidentOccurenceProbability		21
EventsControllerSettings	bool	BuildingCollapseOccurenceToggle		22
EventsControllerSettings	bool	BuildingFireToggle		23
EventsControllerSettings	float	BuildingFireStartIntensity		24
EventsControllerSettings	float	BuildingFireEscalationRate		25
EventsControllerSettings	float	BuildingFireSpreadProbability		26
EventsControllerSettings	float	BuildingFireSpreadRange		27
EventsControllerSettings	bool	ForestFireToggle		28
EventsControllerSettings	float	ForestFireStartIntensity		29
EventsControllerSettings	float	ForestFireEscalationRate		30
EventsControllerSettings	float	ForestFireSpreadProbability		31
EventsControllerSettings	float	ForestFireSpreadRange		32
EventsControllerSettings	bool	RobberyOccurenceToggle		33
EventsControllerSettings	float	OccurenceProbabilityMin		34
EventsControllerSettings	float	OccurenceProbabilityMax		35
EventsControllerSettings	float	RecurrenceProbabilityMin		36
EventsControllerSettings	float	RecurrenceProbabilityMax		37
EventsControllerSettings	bool	LCAAccidentOccurenceToggle		38
EventsControllerSettings	bool	LCAFireStartProbabilityToggle		39
EventsControllerSettings	bool	HsOccurenceToggle		40
EventsControllerSettings	float	HSDamageSeverity		41
EventsControllerSettings	float	HSDurationMin		42
EventsControllerSettings	float	HSDurationMax		43
EventsControllerSettings	float	HSTemperatureMin		44
EventsControllerSettings	float	HSTemperatureMax		45
EventsControllerSettings	float	HSRainMin		46
EventsControllerSettings	float	HSRainMax		47
EventsControllerSettings	float	HSTrafficAccidentOccurenceProbability		48
EventsControllerSettings	bool	EnableSummerFireIncrease		49
EventsControllerSettings	bool	EnableWeatherEffectsOnFires		50
EXRScreenshotSettings	ProxyBinding	KeyTakeScreenshot		1
EXRScreenshotSettings	ScreenshotMethodEnum	ModeDropdown		2
EXRScreenshotSettings	CompressionMethodEnum	CompressionDropdown		3
EXRScreenshotSettings	float	SupersampleScale		4
EXRScreenshotSettings	AccumulationFramesEnum	AccumulationFramesDropdown		5
EXRScreenshotSettings	bool	TakeSuperResolution		6
EXRScreenshotSettings	bool	MetadataLogging	TRUE	7
EXRScreenshotSettings	bool	DebugLogging	TRUE	8
ExtendedRadioSettings	bool	DisableAdsOnStartup		1
ExtendedRadioSettings	bool	SaveLastRadio		2
ExtendedRadioSettings	bool	MixNetworkEnabled		3
ExtendedRadioSettings	bool	MixNetworkClearQueue		4
ExtendedRadioSettings	bool	MixNetworkFinishCurrentClip		5
ExtendedRadioSettings	ProxyBinding	PauseRadioBinding		6
ExtendedRadioSettings	ProxyBinding	MuteRadioBinding		7
ExtendedRadioSettings	ProxyBinding	NextSongRadioBinding		8
ExtendedRadioSettings	ProxyBinding	PrevSongRadioBinding		9
ExtendedRadioSettings	ProxyBinding	VolumeDownRadioBinding		10
ExtendedRadioSettings	ProxyBinding	VolumeUpRadioBinding		11
ExtendedRadioSettings	bool	AudioFormatMP3		12
ExtendedRadioSettings	bool	AudioFormatWAV		13
ExtendedRadioSettings	bool	AudioFormatFLAC		14
ExtendedTooltipSettings	bool	UseExtendedLayout		1
ExtendedTooltipSettings	DisplayMode	DisplayMode		2
ExtendedTooltipSettings	int	DisplayModeHotkey		3
ExtendedTooltipSettings	int	DisplayModeDelay		4
ExtendedTooltipSettings	bool	DisplayModeDelayOnMoveables		5
ExtendedTooltipSettings	bool	ShowEfficiency		6
ExtendedTooltipSettings	bool	ShowLotSize		7
ExtendedTooltipSettings	bool	ShowCompanyOutput		8
ExtendedTooltipSettings	bool	ShowEmployee		9
ExtendedTooltipSettings	bool	ShowCompanyRent		10
ExtendedTooltipSettings	bool	ShowCompanyBalance		11
ExtendedTooltipSettings	bool	ShowCompanyProfitability		12
ExtendedTooltipSettings	bool	ShowCompanyProfitabilityAbsolute		13
ExtendedTooltipSettings	bool	ShowNetToolSystem		14
ExtendedTooltipSettings	bool	ShowNetToolUnits		15
ExtendedTooltipSettings	ProxyBinding	ToggleShowNetToolUnits		16
ExtendedTooltipSettings	bool	ShowNetToolMode		17
ExtendedTooltipSettings	bool	ShowNetToolElevation		18
ExtendedTooltipSettings	bool	ShowTerrainToolHeight		19
ExtendedTooltipSettings	bool	ShowWaterToolHeight		20
ExtendedTooltipSettings	bool	ShowCitizen		21
ExtendedTooltipSettings	bool	ShowCitizenState		22
ExtendedTooltipSettings	bool	ShowCitizenShift		23
ExtendedTooltipSettings	bool	ShowCitizenWealth		24
ExtendedTooltipSettings	bool	ShowCitizenType		25
ExtendedTooltipSettings	bool	ShowCitizenHappiness		26
ExtendedTooltipSettings	bool	ShowCitizenEducation		27
ExtendedTooltipSettings	bool	ShowPark		28
ExtendedTooltipSettings	bool	ShowParkMaintenance		29
ExtendedTooltipSettings	bool	ShowParkingFacility		30
ExtendedTooltipSettings	bool	ShowParkingFees		31
ExtendedTooltipSettings	bool	ShowParkingCapacity		32
ExtendedTooltipSettings	bool	ShowPublicTransport		33
ExtendedTooltipSettings	bool	ShowPublicTransportWaitingPassengers		34
ExtendedTooltipSettings	bool	ShowPublicTransportWaitingTime		35
ExtendedTooltipSettings	bool	ShowRoad		36
ExtendedTooltipSettings	bool	ShowRoadLength		37
ExtendedTooltipSettings	bool	ShowRoadUpkeep		38
ExtendedTooltipSettings	bool	ShowRoadCondition		39
ExtendedTooltipSettings	bool	ShowEducation		40
ExtendedTooltipSettings	bool	ShowEducationStudentCapacity		41
ExtendedTooltipSettings	bool	ShowGrowables		42
ExtendedTooltipSettings	bool	ShowLandValue		43
ExtendedTooltipSettings	bool	ShowGrowablesHousehold		44
ExtendedTooltipSettings	bool	ShowGrowablesHouseholdDetails		45
ExtendedTooltipSettings	bool	ShowGrowablesLevel		46
ExtendedTooltipSettings	bool	ShowGrowablesLevelDetails		47
ExtendedTooltipSettings	bool	ShowGrowablesRent		48
ExtendedTooltipSettings	bool	ShowGrowablesHouseholdWealth		49
ExtendedTooltipSettings	bool	ShowGrowablesBalance		50
ExtendedTooltipSettings	bool	ShowGrowablesZoneInfo		51
ExtendedTooltipSettings	bool	ShowVehicle		52
